"years","patent_number","uspc_subclass_id","assignee_organization","assignee_type","assignee_country","assignee_state","assignee_key_id","num_inventors","specialization"
1976,"3934417","60/516","Robertshaw Controls Company",2,"US","VA",405316,4,"60/516"
1976,"3937017","60/516","Maschinenfabrik Augsburg-Nurnberg Aktiengesellschaft",3,"DE","",119492,3,"60/516"
1976,"3953715","701/123","Societe des Procedes Modernes d'Injection Sopromi",3,"FR","",443684,1,"701/123"
1976,"3953716","701/123","Agence Nationale de Valorisation de la Recherche (ANVAR)",7,"FR","",54873,1,"701/123"
1976,"3956895","60/516","The United States of America as represented by the National Institute of Health",6,"US","DC",76455,4,"60/516"
1976,"3956898","60/698","Combustion Engineering, Inc.",2,"US","CT",40134,1,"60/698"
1976,"3958418","60/272","General Motors Corporation",2,"US","MI",38960,2,"701/123"
1976,"3964443","701/103","The Bendix Corporation",2,"US","MI",47634,1,"701/103"
1976,"3966362","60/698","Airco, Inc.",2,"US","NJ",297100,1,"60/698"
1976,"3967097","701/123","General Motors Corporation",2,"US","MI",38960,1,"701/123"
1976,"3967175","903/903","General Electric Company",2,"US","PA",336770,1,"903/903"
1976,"3969614","701/103","Ford Motor Company",2,"US","MI",172641,3,"701/123"
1976,"3970163","903/905","Nissan Motor Co., Ltd.",3,"JP","",43058,1,"903/905"
1976,"3975952","701/123","Caterpillar Tractor Co.",2,"US","IL",298496,3,"701/123"
1976,"3981282","701/110","Lumenition Limited",3,"GB","",102285,1,"701/110"
1976,"3983372","701/123","Chevron Research Company",2,"US","CA",119471,1,"701/123"
1976,"3983533","701/123","Ford Motor Company",2,"US","MI",172641,2,"701/123"
1976,"3983696","60/272","Audi Nsu Auto Union Aktiengesellschaft",3,"DE","",301611,1,"60/272"
1976,"3983851","701/110","Hitachi, Ltd.",3,"JP","",436191,1,"701/110"
1976,"3984977","60/272","Toyo Kogyo Co., Ltd.",3,"JP","",364454,2,"60/272"
1976,"3984978","60/698","The Cessna Aircraft Company",2,"US","KS",267646,1,"60/698"
1976,"3986006","701/104","Nippon Soken, Inc.",3,"JP","",384280,2,"701/123"
1976,"3986009","701/101","United Technologies Corporation",2,"US","CT",252975,1,"701/101"
1976,"3987143","60/272","Chrysler Corporation",2,"US","MI",161403,1,"60/272"
1976,"3988600","701/123","Nippon Soken, Inc.",3,"JP","",384280,2,"701/123"
1976,"3989024","701/101","Motorola, Inc.",2,"US","IL",272459,2,"701/101"
1976,"3991564","60/698","General Electric Company",2,"US","NY",336770,2,"903/903"
1976,"3991726","701/113","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,2,"701/113"
1976,"3991727","701/104","Nippon Soken, Inc.",3,"JP","",384280,2,"701/123"
1976,"3992885","60/698","Daimler-Benz Aktiengesellschaft",3,"JP","",329040,1,"60/698"
1977,"4004421","60/516","Ketobi Associates",2,"US","CA",346204,1,"60/516"
1977,"4006595","60/516","Orange State, Inc.",2,"US","FL",195029,1,"60/516"
1977,"4008607","701/123","Nippondenso Co., Ltd.",3,"JP","",316278,3,"701/123"
1977,"4008698","701/113","Motorola, Inc.",2,"US","IL",272459,1,"701/113"
1977,"4010717","701/103","The Bendix Corporation",2,"US","MI",47634,1,"701/103"
1977,"4018195","60/272","General Motors Corporation",2,"US","MI",38960,1,"60/272"
1977,"4020635","60/698","Automotive Products plc",3,"GB","",202905,2,"60/698"
1977,"4026251","701/123","Pennsylvania Research Corporation",2,"US","PA",193059,3,"701/123"
1977,"4027993","60/698","Polaroid Corporation",2,"US","MA",390298,1,"60/698"
1977,"4032755","701/103","The Lucas Electrical Company Limited",3,"GB","",446766,2,"701/103"
1977,"4034723","60/272","General Motors Corporation",2,"US","MI",38960,1,"60/272"
1977,"4035619","701/101","Texas Instruments Incorporated",2,"US","TX",400769,1,"701/101"
1977,"4038526","701/123","The Secretary of State for Defence in Her Britanic Majesty's Government of the United Kingdom of Great Britain and Northern Ireland",7,"GB","",397663,2,"701/123"
1977,"4042056","903/914","Automobile Corporation of America",2,"US","CT",378539,1,"903/914"
1977,"4044234","701/123","Robert Bosch GmbH",3,"DE","",423181,2,"701/123"
1977,"4044235","701/123","Robert Bosch GmbH",3,"DE","",423181,1,"701/123"
1977,"4044236","701/101","Robert Bosch GmbH",3,"DE","",423181,3,"701/123"
1977,"4046114","60/272","General Motors Corporation",2,"US","MI",38960,2,"60/272"
1977,"4046998","701/123","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,3,"701/123"
1977,"4048479","701/104","Regie Nationale des Usines Renault",3,"FR","",142485,1,"701/104"
1977,"4048964","701/104","Chrysler Corporation",2,"US","MI",161403,1,"701/104"
1977,"4052260","60/698","Kernforschungsanlage Julich Gesellschaft mit beschrankter Haftung",3,"DE","",403481,4,"60/698"
1977,"4054051","60/516","Cutler-Hammer, Inc.",2,"US","WI",70547,1,"60/516"
1977,"4054781","701/123","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,3,"701/123"
1977,"4057042","701/103","Nissan Motor Co., Ltd.",3,"JP","",43058,1,"701/103"
1977,"4058709","701/105","Allied Chemical Corporation",2,"US","NJ",122439,1,"701/105"
1977,"4061023","701/123","Nippon Soken, Inc.",3,"JP","",384280,2,"701/123"
1977,"4061025","701/110","United Technologies Corporation",2,"US","CT",252975,2,"701/110"
1977,"4062232","701/101","RCA Corporation",2,"US","NY",381398,1,"701/101"
1977,"4063538","701/101","The Board of Trustees of the Leland Stanford Junior University",2,"US","CA",172507,3,"701/101"
1978,"4068477","60/698","Automobiles Peugeot",3,"FR","",6577,1,"60/698"
1978,"4073270","701/103","Nippondenso Co., Ltd.",3,"JP","",316278,1,"701/110"
1978,"4077204","701/123","Nissan Motor Co., Ltd.",3,"JP","",43058,1,"701/123"
1978,"4086884","701/123","Ford Motor Company",2,"US","MI",172641,2,"701/123"
1978,"4088109","701/113","General Motors Corporation",2,"US","MI",38960,3,"701/123"
1978,"4097752","903/905","Daimler-Benz Aktiengesellschaft",3,"JP","",329040,2,"903/905"
1978,"4098077","60/272","Motoren-und Turbinen-Union Friedrichshafen GmbH",3,"DE","",374316,3,"60/272"
1978,"4098242","701/101","Barber-Colman Company",2,"US","IL",162055,1,"701/101"
1978,"4099495","701/123","Robert Bosch GmbH",3,"DE","",423181,4,"701/123"
1978,"4103211","903/903","General Electric Company",2,"US","PA",336770,2,"903/903"
1978,"4104907","701/101","Megasystems, Inc.",2,"US","OH",286873,1,"701/101"
1978,"4104990","701/123","Robert Bosch GmbH",3,"DE","",423181,1,"701/123"
1978,"4107776","701/123","U.S. Philips Corporation",2,"US","NY",150117,1,"701/123"
1978,"4112880","701/103","Nissan Motor Co., Ltd.",3,"JP","",43058,2,"701/123"
1978,"4119070","701/103","Nissan Motor Co., Ltd.",3,"JP","",43058,1,"701/123"
1978,"4119862","903/903","Tokyo Shibaura Denki Kabushiki Kaisha",3,"JP","",14165,1,"903/903"
1978,"4120750","60/698","Kernforschungsanlage Julich Gesellschaft mit beschrankter Haftung",3,"DE","",403481,3,"60/698"
1978,"4122811","701/123","General Motors Corporation",2,"US","MI",38960,2,"701/123"
1978,"4125093","701/103","Chrysler Corporation",2,"US","MI",161403,1,"701/103"
1978,"4125894","701/123","Sun Electric Corporation",2,"US","IL",68586,16,"701/123"
1978,"4128885","701/105","Motorola, Inc.",2,"US","IL",272459,2,"701/105"
1978,"4129034","701/123","Caterpillar Tractor Co.",2,"US","IL",298496,4,"701/123"
1979,"4133205","701/101","RCA Corporation",2,"US","NY",381398,2,"701/101"
1979,"4136389","701/123","Cummins Engine Company, Inc.",2,"US","IN",86756,1,"701/123"
1979,"4138979","701/110","The Bendix Corporation",2,"US","MI",47634,1,"701/123"
1979,"4140087","701/113","Robert Bosch GmbH",3,"DE","",423181,4,"701/113"
1979,"4141220","60/698","Caterpillar Tractor Co.",2,"US","IL",298496,1,"60/698"
1979,"4142493","701/108","The Bendix Corporation",2,"US","MI",47634,3,"701/123"
1979,"4143280","903/903","General Electric Company",2,"US","PA",336770,3,"903/903"
1979,"4145746","701/123","Sun Electric Corporation",2,"US","IL",68586,3,"701/123"
1979,"4150431","701/123","Cummins Engine Company, Inc.",2,"US","IN",86756,1,"701/123"
1979,"4155332","701/103","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,3,"701/108"
1979,"4157030","701/123","The Bendix Corporation",2,"US","MI",47634,1,"701/123"
1979,"4159088","701/123","The Boeing Company",2,"US","WA",46583,1,"701/123"
1979,"4159427","60/698","Messerschmitt-Bolkow-Blohm GmbH",3,"DE","",102854,1,"60/698"
1979,"4163282","701/108","Nippondenso Co., Ltd.",3,"JP","",316278,4,"701/108"
1979,"4164032","701/108","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,3,"701/108"
1979,"4164206","701/108","The Bendix Corporation",2,"US","MI",47634,1,"701/123"
1979,"4165795","903/918","Gould Inc.",2,"US","IL",154416,3,"903/918"
1979,"4168682","701/123","Motorola, Inc.",2,"US","IL",272459,2,"701/123"
1979,"4170040","701/123","Regie Nationale des Usines Renault",3,"FR","",142485,2,"701/123"
1979,"4170131","701/101","Clayton Mfg. Co.",2,"US","CA",395493,2,"701/101"
1979,"4171637","701/101","Beckman Instruments, Inc.",2,"US","CA",74794,1,"701/101"
1979,"4176625","701/101","The Bendix Corporation",2,"US","MI",47634,1,"701/123"
1979,"4177516","701/101","Shaw GMC Trucks Ltd.",3,"CA","",266710,1,"701/101"
1979,"4180138","903/916","Dana Corporation",2,"US","OH",179764,1,"903/916"
1980,"4181944","701/108","Hitachi, Ltd.",3,"JP","",436191,3,"701/110"
1980,"4189925","60/698","Northern Illinois Gas Company",2,"US","IL",233517,1,"60/698"
1980,"4189940","701/101","RCA Corporation",2,"US","NY",381398,3,"701/101"
1980,"4199812","701/104","Robert Bosch GmbH",3,"DE","",423181,5,"701/104"
1980,"4201159","701/104","Nippon Soken, Inc.",3,"JP","",384280,2,"701/123"
1980,"4201161","701/104","Hitachi, Ltd.",3,"JP","",436191,2,"701/110"
1980,"4205377","701/108","Hitachi, Ltd.",3,"JP","",436191,3,"701/110"
1980,"4205378","701/113","Lucas Industries public limited company",3,"GB","",175705,1,"903/903"
1980,"4205420","60/272","Repwell Associates, Inc.",2,"US","MI",319945,1,"60/272"
1980,"4207512","903/903","Lucas Industries public limited company",3,"GB","",175705,1,"903/903"
1980,"4209152","701/123","The Boeing Company",2,"US","WA",46583,1,"701/123"
1980,"4209829","701/123","Regie Nationale des Usines Renault",3,"FR","",142485,1,"701/123"
1980,"4210908","701/123","Nippon Soken, Inc.",3,"JP","",384280,1,"701/123"
1980,"4211291","60/698","Smith International, Inc.",2,"US","CA",75224,1,"60/698"
1980,"4212065","701/104","The Bendix Corporation",2,"US","MI",47634,3,"701/110"
1980,"4212066","701/103","The Bendix Corporation",2,"US","MI",47634,3,"701/110"
1980,"4213180","701/108","The Bendix Corporation",2,"US","MI",47634,2,"701/110"
1980,"4213181","701/110","The Bendix Corporation",2,"US","MI",47634,3,"701/110"
1980,"4214307","701/110","The Bendix Corporation",2,"US","MI",47634,2,"701/110"
1980,"4214308","701/103","The Bendix Corporation",2,"US","MI",47634,1,"701/110"
1980,"4217644","701/123","Nissan Motor Co., Ltd.",3,"JP","",43058,2,"701/123"
1980,"4218744","701/123","Avicon Development Group",2,"US","TX",183851,2,"701/123"
1980,"4228653","60/272","General Motors Corporation",2,"US","MI",38960,1,"701/106"
1980,"4229941","60/698","Solwin Industries, Inc.",2,"US","NY",218379,1,"60/698"
1980,"4235204","701/106","General Motors Corporation",2,"US","MI",38960,1,"701/106"
1980,"4236214","701/110","Hitachi, Ltd.",3,"JP","",436191,1,"701/110"
1980,"4240145","701/110","Nissan Motor Co., Ltd.",3,"JP","",43058,2,"701/123"
1980,"4242728","701/108","The Bendix Corporation",2,"US","MI",47634,1,"701/110"
1980,"4242729","701/108","The Bendix Corporation",2,"US","MI",47634,2,"701/110"
1981,"4244023","701/110","The Bendix Corporation",2,"US","MI",47634,1,"701/113"
1981,"4245312","701/110","The Bendix Corporation",2,"US","MI",47634,1,"701/113"
1981,"4245314","701/108","The Bendix Corporation",2,"US","MI",47634,3,"701/113"
1981,"4245315","701/108","The Bendix Corporation",2,"US","MI",47634,3,"701/113"
1981,"4245317","701/113","The Bendix Corporation",2,"US","MI",47634,1,"701/113"
1981,"4246639","701/113","The Bendix Corporation",2,"US","MI",47634,2,"701/113"
1981,"4249242","701/123","Jaeger",3,"FR","",418526,1,"701/123"
1981,"4255789","701/108","The Bendix Corporation",2,"US","MI",47634,3,"701/113"
1981,"4258421","701/123","Rockwell International Corporation",2,"US","PA",336345,2,"701/123"
1981,"4258422","701/123","Honeywell International Inc.",2,"US","MN",152057,3,"701/123"
1981,"4258547","60/272","Chrysler Corporation",2,"US","MI",161403,1,"60/272"
1981,"4263652","701/109","The Bendix Corporation",2,"US","MI",47634,1,"701/113"
1981,"4266274","701/108","The Bendix Corporation",2,"US","MI",47634,1,"701/113"
1981,"4266275","701/110","The Bendix Corporation",2,"US","MI",47634,1,"701/113"
1981,"4267895","903/952","The Budd Company",2,"US","MI",234025,1,"903/952"
1981,"4272963","60/698","Layco, Inc.",2,"US","OK",177363,1,"60/698"
1981,"4274141","701/113","Hitachi, Ltd.",3,"JP","",436191,2,"701/113"
1981,"4274144","701/103","ACF Industries, Incorporated",2,"US","NY",202257,4,"701/103"
1981,"4276600","701/109","The Bendix Corporation",2,"US","MI",47634,2,"701/113"
1981,"4276601","701/103","Hitachi, Ltd.",3,"JP","",436191,3,"701/113"
1981,"4276602","701/103","Hitachi, Ltd.",3,"JP","",436191,4,"701/113"
1981,"4277829","701/101","Hitachi, Ltd.",3,"JP","",436191,3,"701/113"
1981,"4282574","701/113","Nippondenso Co., Ltd.",3,"JP","",316278,2,"701/113"
1981,"4283762","701/113","Ford Motor Company",2,"US","MI",172641,1,"701/113"
1981,"4286683","701/123","Zemco, Inc.",2,"US","CA",289130,2,"701/123"
1981,"4287565","701/105","Robert Bosch GmbH",3,"DE","",423181,9,"701/105"
1981,"4290107","701/109","Hitachi, Ltd.",3,"JP","",436191,4,"701/113"
1981,"4292531","903/906","General Electric Company",2,"US","PA",336770,1,"903/906"
1981,"4296472","701/123","Rockwell International Corporation",2,"US","PA",336345,1,"701/123"
1981,"4296722","701/103","Hitachi, Ltd.",3,"JP","",436191,2,"701/113"
1981,"4302815","701/110","United Technologies Corporation",2,"US","CT",252975,2,"701/110"
1981,"4303976","701/123","Lucas Industries public limited company",3,"GB","",175705,1,"701/123"
1981,"4303977","701/101","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,2,"701/101"
1981,"4304173","60/516","Societe Civile de Recherches et d'Etudes de Moteurs a Barillet (S.C.R.E.B.)",3,"FR","",449441,1,"60/516"
1981,"4305254","903/903","Daihatsu Motor Co., Ltd.",3,"JP","",57078,2,"903/903"
1981,"4307450","701/103","The Bendix Corporation",2,"US","MI",47634,3,"701/113"
1981,"4307452","701/123","Nissan Motor Co., Ltd.",3,"JP","",43058,1,"701/123"
1982,"4309620","903/960","Calspan Corporation",2,"US","NY",303545,1,"903/960"
1982,"4309759","701/105","Hitachi, Ltd.",3,"JP","",436191,3,"701/113"
1982,"4309971","701/103","General Motors Corporation",2,"US","MI",38960,4,"701/103"
1982,"4310888","701/113","Hitachi, Ltd.",3,"JP","",436191,4,"701/113"
1982,"4312041","701/123","Lear Siegler, Inc.",2,"US","CA",270351,1,"701/123"
1982,"4319327","701/104","Nissan Motor Co., Ltd.",3,"JP","",43058,2,"701/105"
1982,"4322799","701/108","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,7,"701/108"
1982,"4322800","701/105","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,7,"701/108"
1982,"4325123","701/110","The Boeing Company",2,"US","WA",46583,3,"701/110"
1982,"4325336","701/110","Nippon Soken, Inc.",3,"JP","",384280,3,"701/110"
1982,"4325451","903/951","Komatsu Ltd.",3,"JP","",434264,1,"903/951"
1982,"4326381","60/516","The United States of America as represented by the Administrator of the National Aeronautics and Space Administration",6,"US","DC",425122,1,"60/516"
1982,"4328776","701/110","Nippon Soken, Inc.",3,"JP","",384280,3,"701/110"
1982,"4335429","903/903","Daihatsu Motor Co., Ltd.",3,"JP","",57078,1,"903/903"
1982,"4337515","701/101","Sun Electric Corporation",2,"US","IL",68586,1,"701/101"
1982,"4337744","701/110","Robert Bosch GmbH",3,"DE","",423181,7,"701/110"
1982,"4339015","903/951","Lucas Industries public limited company",3,"GB","",175705,2,"903/951"
1982,"4341826","60/272","United Technologies Corporation",2,"US","CT",252975,2,"60/272"
1982,"4344140","701/101","The Bendix Corporation",2,"US","MI",47634,1,"701/101"
1982,"4344141","701/123","Smiths Industries Limited",3,"GB","",327791,1,"701/123"
1982,"4344364","701/123","Halliburton Company",2,"US","OK",265750,2,"701/123"
1982,"4344399","701/110","Nippondenso Co., Ltd.",3,"JP","",316278,3,"701/110"
1982,"4346556","60/272","General Motors Corporation",2,"US","MI",38960,2,"701/103"
1982,"4347570","701/105","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,6,"701/108"
1982,"4348727","701/104","Nippondenso Co., Ltd.",3,"JP","",316278,4,"701/110"
1982,"4348728","701/107","Nippondenso Co., Ltd.",3,"JP","",316278,3,"701/110"
1982,"4349877","701/104","Hitachi, Ltd.",3,"JP","",436191,2,"701/113"
1982,"4351405","903/914","Hybricon Corporation",2,"US","CA",453556,2,"903/914"
1982,"4352158","701/104","Honda Giken Kogyo Kabushiki Kaisha",3,"JP","",439112,3,"701/104"
1982,"4354238","701/104","Hitachi, Ltd.",3,"JP","",436191,4,"701/113"
1982,"4354239","701/105","Nissan Motor Co., Ltd.",3,"JP","",43058,1,"701/105"
1982,"4355360","701/101","Nissan Motor Co., Ltd.",3,"JP","",43058,2,"701/105"
1982,"4364233","60/516","Cummins Engine Company, Inc.",2,"US","IN",86756,1,"60/516"
1982,"4365299","701/104","Nippondenso Co., Ltd.",3,"JP","",316278,4,"701/110"
1982,"4366541","701/103","Hitachi, Ltd.",3,"JP","",436191,4,"701/113"
1983,"4367530","701/108","Hitachi, Ltd.",3,"JP","",436191,4,"701/123"
1983,"4373187","701/109","Hitachi, Ltd.",3,"JP","",436191,4,"701/123"
1983,"4379332","701/105","The Bendix Corporation",2,"US","MI",47634,2,"701/110"
1983,"4379333","701/105","Nippondenso Co., Ltd.",3,"JP","",316278,3,"701/105"
1983,"4380800","701/101","The Bendix Corporation",2,"US","MI",47634,1,"701/110"
1983,"4383441","701/108","Ford Motor Company",2,"US","MI",172641,5,"701/108"
1983,"4386406","701/123","Hitachi, Ltd.",3,"JP","",436191,2,"701/123"
1983,"4387429","701/105","Hitachi, Ltd.",3,"JP","",436191,3,"701/123"
1983,"4389990","701/110","Control Logic (Proprietary) Limited",3,"ZA","",127726,1,"701/110"
1983,"4391130","701/109","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,2,"701/123"
1983,"4400779","701/123","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,4,"701/123"
1983,"4400997","903/946","Volkswagen AG",3,"DE","",414202,1,"903/960"
1983,"4401087","701/110","Nissan Motor Co., Ltd.",3,"JP","",43058,1,"701/110"
1983,"4402048","701/123","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,5,"701/123"
1983,"4403584","701/105","Nippondenso Co., Ltd.",3,"JP","",316278,2,"701/105"
1983,"4404942","701/110","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,1,"701/123"
1983,"4407132","903/917","Daihatsu Motor Co., Ltd.",3,"JP","",57078,2,"903/917"
1983,"4407398","903/960","Volkswagen AG",3,"DE","",414202,1,"903/960"
1983,"4408279","701/105","Hitachi, Ltd.",3,"JP","",436191,2,"701/123"
1983,"4410948","701/110","The Bendix Corporation",2,"US","NJ",47634,2,"701/110"
1983,"4411171","903/910","Volkswagen AG",3,"DE","",414202,1,"903/960"
1983,"4414943","701/110","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,1,"701/123"
1983,"4416360","903/909","Volkswagen AG",3,"DE","",414202,1,"903/960"
1983,"4418665","701/110","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,1,"701/123"
1983,"4422656","903/902","Harlan Material Handling Corporation",2,"US","KS",331258,2,"903/902"
1983,"4423485","701/104","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,5,"701/123"
1984,"4424568","701/110","Hitachi, Ltd.",3,"JP","",436191,4,"701/110"
1984,"4428193","60/516","Papp International Incorporated",2,"US","NE",120314,1,"60/516"
1984,"4428342","701/105","Nippondenso Co., Ltd.",3,"JP","",316278,5,"701/123"
1984,"4428348","701/103","Nissan Motor Co., Ltd.",3,"JP","",43058,4,"701/123"
1984,"4429365","701/101","General Motors Corporation",2,"US","MI",38960,3,"701/103"
1984,"4430856","60/272","Deere & Company",2,"US","IL",37560,1,"60/272"
1984,"4430976","701/108","Nippondenso Co., Ltd.",3,"JP","",316278,4,"701/123"
1984,"4432330","701/108","Toyo Kogyo Co., Ltd.",3,"JP","",364454,1,"701/108"
1984,"4432331","701/101","Nissan Motor Co., Ltd.",3,"JP","",43058,1,"701/123"
1984,"4433381","701/103","The Bendix Corporation",2,"US","MI",47634,1,"701/103"
1984,"4433544","60/698","The United States of America as represented by the Administrator of the National Aeronautics and Space Administration",6,"US","DC",425122,3,"60/698"
1984,"4437162","701/123","Nissan Motor Co., Ltd.",3,"JP","",43058,1,"701/123"
1984,"4438496","701/104","Diesel Kiki Co., Ltd.",3,"JP","",148189,1,"701/104"
1984,"4438497","701/105","Ford Motor Company",2,"US","MI",172641,5,"701/110"
1984,"4440140","701/108","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,2,"701/110"
1984,"4442815","701/104","Nippondenso Co., Ltd.",3,"JP","",316278,1,"701/123"
1984,"4442820","701/108","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,6,"701/110"
1984,"4443852","701/101","Diesel Kiki Co., Ltd.",3,"JP","",148189,4,"701/104"
1984,"4444047","701/123","VDO Adolf Schindling AG",3,"DE","",198300,1,"701/123"
1984,"4445477","701/110","Nissan Motor Co., Ltd.",3,"JP","",43058,1,"701/123"
1984,"4446523","701/103","General Motors Corporation",2,"US","MI",38960,1,"701/103"
1984,"4446840","701/108","Nissan Motor Co., Ltd.",3,"JP","",43058,4,"701/123"
1984,"4447880","701/105","Nissan Motor Co., Ltd.",3,"JP","",43058,2,"701/123"
1984,"4450528","701/103","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,3,"701/110"
1984,"4451888","701/110","Nippon Soken, Inc.",3,"JP","",384280,3,"701/110"
1984,"4452217","701/108","Nissan Motor Co., Ltd.",3,"JP","",43058,4,"701/123"
1984,"4454847","701/104","Nippondenso Co., Ltd.",3,"JP","",316278,5,"701/123"
1984,"4454852","701/108","Honda Motor Co., Ltd.",3,"JP","",38409,1,"701/110"
1984,"4454853","701/108","Honda Motor Co., Ltd.",3,"JP","",38409,1,"701/110"
1984,"4454854","701/108","Honda Motor Co., Ltd.",3,"JP","",38409,2,"701/110"
1984,"4454855","701/108","Honda Motor Co., Ltd.",3,"JP","",38409,2,"701/110"
1984,"4455833","60/698","Vilati Villamos Automatika Fovallalkozo es Gyarto Vallalat",3,"HU","",164984,1,"60/698"
1984,"4456831","701/113","Nissan Motor Co., Ltd.",3,"JP","",43058,4,"701/123"
1984,"4458319","701/109","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,3,"701/110"
1984,"4459669","701/109","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,3,"701/110"
1984,"4459670","701/113","Nissan Motor Co., Ltd.",3,"JP","",43058,2,"701/123"
1984,"4461263","701/108","Honda Motor Co., Ltd.",3,"JP","",38409,1,"701/110"
1984,"4462079","701/123","Nippondenso Co., Ltd.",3,"JP","",316278,3,"701/123"
1984,"4463427","701/123","Renault Vehicules Industriels",3,"FR","",392597,2,"701/123"
1984,"4463730","701/110","Honda Motor Co., Ltd.",3,"JP","",38409,1,"701/110"
1984,"4467428","701/110","Associated Engineering Limited",3,"GB","",79260,1,"701/110"
1984,"4467763","701/105","Jodon Engineering Associates, Inc.",2,"US","MI",100681,2,"701/105"
1984,"4469187","903/909","M.A.N. Maschinenfabrik Augsburg-Nurnberg Aktiengesellschaft",3,"DE","",343979,2,"903/909"
1984,"4472777","701/110","Ford Motor Company",2,"US","MI",172641,1,"701/110"
1984,"4473056","701/108","Mikuni Kogyo Kabushiki Kaisha",3,"JP","",35683,2,"701/108"
1984,"4473755","701/101","Nissan Motor Co., Ltd.",3,"JP","",43058,4,"701/123"
1984,"4473882","701/101","Nissan Motor Co., Ltd.",3,"JP","",43058,5,"701/123"
1984,"4476532","701/105","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,6,"701/110"
1984,"4477875","701/108","Hitachi, Ltd.",3,"JP","",436191,2,"701/110"
1984,"4478184","701/110","Nippon Soken, Inc.",3,"JP","",384280,2,"701/110"
1984,"4478185","701/103","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,6,"701/110"
1984,"4479184","701/110","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,1,"701/110"
1984,"4479186","701/104","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,2,"701/110"
1984,"4481928","701/104","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,3,"701/110"
1984,"4483148","60/698","Komatsu Ltd.",3,"JP","",434264,1,"60/698"
1984,"4483364","60/516","The United States of America as represented by the Secretary of the Navy",6,"US","DC",327211,1,"60/516"
1984,"4484279","701/110","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,1,"701/110"
1984,"4485627","60/698","United Stirling AB",3,"SE","",178844,1,"60/698"
1984,"4488236","701/123","United Technologies Corporation",2,"US","CT",252975,3,"701/123"
1984,"4489553","60/516","The United States of America as represented by the United States Department of Energy",6,"US","DC",285352,3,"60/516"
1984,"4490792","701/110","Motorola, Inc.",2,"US","IL",272459,2,"701/110"
1985,"4491921","701/109","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,3,"701/123"
1985,"4491922","701/110","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,2,"701/123"
1985,"4492112","701/123","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,2,"701/123"
1985,"4495579","701/110","Fuji Jukogyo Kabushiki Kaisha",3,"JP","",265171,3,"701/110"
1985,"4498302","60/516","Sorelec",3,"FR","",56945,1,"60/516"
1985,"4500957","701/113","Minolta Camera Kabushiki Kaisha",3,"JP","",229800,2,"701/113"
1985,"4501284","701/110","Nippon Soken, Inc.",3,"JP","",384280,2,"701/110"
1985,"4502124","701/123","Bayerische Motoren Werke Aktiengesellschaft",3,"DE","",243319,2,"701/123"
1985,"4511012","903/909","Daimler-Benz Aktiengesellschaft",3,"DE","",329040,1,"903/909"
1985,"4515500","60/516","Ecopool Design Limited",3,"GB","",393031,1,"60/516"
1985,"4516063","701/104","British Aerospace Public Limited Company",3,"GB","",256743,3,"701/104"
1985,"4519038","701/101","Nippondenso Co., Ltd.",3,"JP","",316278,5,"701/110"
1985,"4527248","701/110","Nissan Motor Co., Ltd.",3,"JP","",43058,4,"701/110"
1985,"4531605","903/906","Volkswagen AG",3,"DE","",414202,3,"903/919"
1985,"4532592","701/105","Purdue Research Foundation",2,"US","IN",443568,2,"701/105"
1985,"4533011","903/919","Volkswagen AG",3,"DE","",414202,2,"903/919"
1985,"4533579","60/272","Toyoda Jidosha Kogyo Kabushiki Kaisha",3,"JP","",281364,5,"60/272"
1985,"4535402","701/103","Sanwa Seiki Mfg. Co., Ltd.",3,"JP","",56807,1,"701/103"
1985,"4535406","701/104","Allied Corporation",2,"US","",140196,1,"701/110"
