"years","patent_number","uspc_subclass_id","assignee_organization","assignee_type","assignee_country","assignee_state","assignee_key_id","num_inventors","specialization"
1979,"4144856","123/568.19","Mitsubishi Jidosha Kogyo Kabushiki Kaisha",3,"JP","",77792,2,"180/274"
1979,"4144857","123/556","Filterwerk Mann & Hummel GmbH",3,"DE","",443755,2,"123/556"
1979,"4144858","123/454","Robert Bosch GmbH",3,"DE","",423181,2,"180/313"
1979,"4144859","123/335","Iida Denki Kogyo Co., Ltd.",3,"JP","",393837,2,"123/335"
1979,"4144860","123/310","Nissan Motor Co., Ltd.",3,"JP","",43058,4,"180/90"
1979,"4144861","123/179.16","Yamaha Hatsudoki Kabushiki Kaisha",3,"JP","",86684,3,"180/229"
1979,"4144862","123/196S","Clark Equipment Company",2,"US","MI",332970,1,"180/6.48"
1979,"4144863","123/198F","Ford Motor Company",2,"US","MI",172641,1,"180/89.14"
1979,"4144864","123/198F","Nissan Motor Co., Ltd.",3,"JP","",43058,3,"180/90"
1979,"4145106","123/169.PH","Livingston Industries Incorporated",2,"US","CA",204049,1,"123/169.PH"
1979,"4145881","123/547","Automobiles Peugeot",3,"FR","",6577,1,"180/90"
1979,"4145998","123/3","Econo Fuel Systems, Inc.",2,"US","PA",388262,2,"123/3"
1979,"4145999","123/696","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,1,"180/68.4"
1979,"4146000","123/682","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,4,"180/68.4"
1979,"4146001","123/406.59","The Lucas Electrical Company Limited",3,"GB","",446766,4,"123/406.59"
1979,"4146003","123/446","Lucas Industries public limited company",3,"GB","",175705,1,"180/65.6"
1979,"4146004","123/169.PH","Outboard Marine Corporation",2,"US","IL",194737,1,"123/41.8"
1979,"4146005","123/285","Phillips Petroleum Company",2,"US","OK",369332,1,"123/285"
1979,"4146178","123/500","Caterpillar Tractor Co.",2,"US","IL",298496,1,"180/9.62"
1979,"4146595","123/339.13","""""""""""""""""""""""""""""""Osrodek Badawczo-Rozwojowy Samochodow Malolitrazowych """"""""""""""""""""""""""""""""Bosmal""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",3,"PL","",336276,3,"123/533"
1979,"4146596","123/590","Nissan Motor Co., Ltd.",3,"JP","",43058,2,"180/90"
1979,"4146806","123/149D","Kokusan Denki Co., Ltd.",3,"JP","",140782,1,"123/406.59"
1979,"4147074","123/90.39","Toyota Jidosha Kabushiki Kaisha",3,"JP","",2267,3,"180/68.4"
1979,"4147136","123/3","Nippon Soken, Inc.",3,"JP","",384280,3,"123/700"
1979,"4147138","123/41.41","Societe d'Etudes de Machines Thermiques",3,"FR","",186456,1,"123/447"
1979,"4147139","123/41.54","Daimler-Benz Aktiengesellschaft",3,"DE","",329040,1,"180/90.6"
